Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
"deadlift",10,2,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:03:44.7",0.33,499,0.58,407,1.5
"deadlift",11,1,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:32.6",0.33,504,0.61,408,1.537
"deadlift",11,2,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:32.6",0.27,501,0.52,407,1.846
"deadlift",12,1,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:37.5",0.28,501,0.50,410,1.767
"deadlift",12,2,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:37.5",0.28,494,0.50,404,1.771
"deadlift",13,1,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:38.5",0.26,489,0.43,407,1.907
"deadlift",13,2,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:38.5",0.22,489,0.43,369,2.224
"deadlift",14,1,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:42.7",0.27,500,0.47,403,1.88
"deadlift",14,2,"132,5","kgs","","conventional,straps","13/04/2021, 17:45:29","00:00:42.7",0.19,490,0.41,198,2.595
"overhead press",1,1,"30","kgs","","clean","14/04/2021, 20:11:41","00:00:00",0.84,632,1.24,261,0.757
"overhead press",1,2,"30","kgs","","clean","14/04/2021, 20:11:41","00:00:00",0.92,631,1.24,306,0.689
"overhead press",1,3,"30","kgs","","clean","14/04/2021, 20:11:41","00:00:00",0.91,632,1.23,251,0.696
"overhead press",2,1,"35","kgs","","clean","14/04/2021, 20:11:41","00:01:12.3",0.88,622,1.11,243,0.709
"overhead press",2,2,"35","kgs","","clean","14/04/2021, 20:11:41","00:01:12.3",0.71,619,0.98,169,0.873
"overhead press",2,3,"35","kgs","","clean","14/04/2021, 20:11:41","00:01:12.3",0.76,619,0.98,196,0.813
"overhead press",3,1,"40","kgs","","clean","14/04/2021, 20:11:41","00:01:34.2",0.56,605,0.92,201,1.086
"overhead press",3,2,"40","kgs","","clean","14/04/2021, 20:11:41","00:01:34.2",0.66,636,0.86,205,0.961
"overhead press",4,1,"45","kgs","","clean","14/04/2021, 20:11:41","00:01:17.0",0.52,627,0.79,146,1.207
"overhead press",5,1,"50","kgs","","clean","14/04/2021, 20:11:41","00:01:27.3",0.38,608,0.72,107,1.613
"overhead press",6,1,"52,5","kgs","","clean,bug,rep split","14/04/2021, 20:11:41","00:02:54.4",0.21,152,0.39,91,0.714
"overhead press",6,2,"52,5","kgs","","clean,bug,rep split","14/04/2021, 20:11:41","00:02:54.4",0.26,596,0.59,102,2.317
"overhead press",7,1,"45","kgs","","clean","14/04/2021, 20:11:41","00:03:10.2",0.52,624,0.81,143,1.205
"overhead press",7,2,"45","kgs","","clean","14/04/2021, 20:11:41","00:03:10.2",0.48,607,0.77,138,1.258
"overhead press",8,1,"45","kgs","","clean","14/04/2021, 20:11:41","00:00:40.4",0.51,621,0.75,136,1.21
"overhead press",8,2,"45","kgs","","clean","14/04/2021, 20:11:41","00:00:40.4",0.43,617,0.70,124,1.419
"overhead press",9,1,"45","kgs","","clean","14/04/2021, 20:11:41","00:00:42.4",0.37,590,0.69,117,1.597
"overhead press",9,2,"45","kgs","","clean","14/04/2021, 20:11:41","00:00:42.4",0.33,584,0.68,118,1.761
"overhead press",10,1,"45","kgs","","clean","14/04/2021, 20:11:41","00:00:41.5",0.31,571,0.61,114,1.853
"overhead press",10,2,"45","kgs","","clean","14/04/2021, 20:11:41","00:00:41.5",0.25,600,0.63,117,2.386
"deadlift",1,1,"70","kgs","","conventional","18/04/2021, 19:43:57","00:00:00",0.74,556,1.50,373,0.749
"deadlift",1,2,"70","kgs","","conventional","18/04/2021, 19:43:57","00:00:00",0.81,571,1.47,397,0.7
"deadlift",1,3,"70","kgs","","conventional","18/04/2021, 19:43:57","00:00:00",0.79,576,1.41,414,0.729
"deadlift",2,1,"90","kgs","","conventional","18/04/2021, 19:43:57","00:02:00.4",0.65,552,1.19,426,0.854
"deadlift",2,2,"90","kgs","","conventional","18/04/2021, 19:43:57","00:02:00.4",0.68,555,1.23,394,0.813
"deadlift",2,3,"90","kgs","","conventional","18/04/2021, 19:43:57","00:02:00.4",0.65,554,1.15,393,0.851
"deadlift",3,1,"110","kgs","","conventional","18/04/2021, 19:43:57","00:02:18.3",0.54,535,0.97,425,0.992
"deadlift",3,2,"110","kgs","","conventional","18/04/2021, 19:43:57","00:02:18.3",0.53,535,0.98,423,1.005
"deadlift",4,1,"120","kgs","","conventional,hook grip","18/04/2021, 19:43:57","00:02:00.7",0.44,521,0.80,422,1.177
"deadlift",5,1,"130","kgs","","conventional,hook grip","18/04/2021, 19:43:57","00:02:13.9",0.38,519,0.65,428,1.355
"deadlift",6,1,"140","kgs","","conventional,hook grip","18/04/2021, 19:43:57","00:01:27.4",0.30,496,0.52,401,1.656
"deadlift",7,1,"150","kgs","","conventional,hook grip","18/04/2021, 19:43:57","00:02:26.1",0.22,504,0.41,441,2.307
"deadlift",8,1,"152,5","kgs","","conventional,hook grip","18/04/2021, 19:43:57","00:02:19.0",0.22,494,0.41,427,2.238
"squat",1,1,"20","kgs","","high bar","20/04/2021, 10:59:55","00:00:00",1.14,680,1.85,428,0.596
"squat",1,2,"20","kgs","","high bar","20/04/2021, 10:59:55","00:00:00",1.25,731,1.96,470,0.584
"squat",1,3,"20","kgs","","high bar","20/04/2021, 10:59:55","00:00:00",1.25,707,1.93,464,0.565
"squat",2,1,"40","kgs","","high bar","20/04/2021, 10:59:55","00:01:03.9",1.05,662,1.61,476,0.628
"squat",2,2,"40","kgs","","high bar","20/04/2021, 10:59:55","00:01:03.9",1.14,713,1.70,553,0.626
"squat",2,3,"40","kgs","","high bar","20/04/2021, 10:59:55","00:01:03.9",1.06,693,1.58,507,0.651
"squat",3,1,"60","kgs","","high bar","20/04/2021, 10:59:55","00:01:24.2",0.90,654,1.45,519,0.726
"squat",3,2,"60","kgs","","high bar","20/04/2021, 10:59:55","00:01:24.2",0.93,677,1.36,540,0.731
"squat",4,1,"80","kgs","","high bar","20/04/2021, 10:59:55","00:01:34.1",0.77,655,1.34,550,0.856
"squat",4,2,"80","kgs","","high bar","20/04/2021, 10:59:55","00:01:34.1",0.75,677,1.31,572,0.905
"squat",5,1,"100","kgs","","high bar","20/04/2021, 10:59:55","00:01:56.6",0.59,670,1.23,572,1.133
"squat",6,1,"110","kgs","","high bar","20/04/2021, 10:59:55","00:01:49.6",0.48,678,1.05,589,1.402
"squat",7,1,"120","kgs","","high bar","20/04/2021, 10:59:55","00:01:50.3",0.36,652,0.91,576,1.787
"squat",8,1,"125","kgs","","high bar","20/04/2021, 10:59:55","00:02:20.2",0.27,643,0.81,581,2.377
"bench press",1,1,"20","kgs","","wide grip","20/04/2021, 10:59:55","00:03:32.5",0.82,296,1.49,182,0.362
"bench press",1,2,"20","kgs","","wide grip","20/04/2021, 10:59:55","00:03:32.5",0.83,316,1.48,200,0.383
"bench press",1,3,"20","kgs","","wide grip","20/04/2021, 10:59:55","00:03:32.5",0.81,308,1.46,196,0.38
"bench press",2,1,"30","kgs","","wide grip","20/04/2021, 10:59:55","00:01:12.2",0.59,284,1.15,180,0.478
"bench press",2,2,"30","kgs","","wide grip","20/04/2021, 10:59:55","00:01:12.2",0.68,287,1.16,181,0.422
"bench press",2,3,"30","kgs","","wide grip","20/04/2021, 10:59:55","00:01:12.2",0.57,293,1.01,194,0.517
"bench press",3,1,"40","kgs","","wide grip","20/04/2021, 10:59:55","00:01:00.9",0.57,297,1.07,206,0.523
"bench press",3,2,"40","kgs","","wide grip","20/04/2021, 10:59:55","00:01:00.9",0.57,290,1.03,191,0.507
"bench press",4,1,"50","kgs","","wide grip","20/04/2021, 10:59:55","00:01:14.3",0.43,293,0.88,198,0.686
"bench press",5,1,"60","kgs","","wide grip","20/04/2021, 10:59:55","00:01:31.7",0.41,285,0.72,197,0.703
"bench press",6,1,"70","kgs","","wide grip","20/04/2021, 10:59:55","00:01:49.5",0.34,282,0.57,206,0.823
"bench press",7,1,"75","kgs","","wide grip","20/04/2021, 10:59:55","00:03:13.3",0.26,263,0.40,184,1.012
"bench press",8,1,"80","kgs","","wide grip","20/04/2021, 10:59:55","00:01:28.9",0.20,267,0.31,164,1.303
"bench press",9,1,"82,5","kgs","","wide grip","20/04/2021, 10:59:55","00:03:43.8",0.22,274,0.30,188,1.238
"bench press",10,1,"85","kgs","","wide grip","20/04/2021, 10:59:55","00:02:02.1",0.13,258,0.18,237,2.061
"deadlift",1,1,"70","kgs","","conventional","21/04/2021, 11:34:17","00:00:00",0.74,568,1.51,381,0.766
"deadlift",1,2,"70","kgs","","conventional","21/04/2021, 11:34:17","00:00:00",0.78,574,1.51,403,0.735
"deadlift",1,3,"70","kgs","","conventional","21/04/2021, 11:34:17","00:00:00",0.80,560,1.44,359,0.7
"deadlift",2,1,"90","kgs","","conventional","21/04/2021, 11:34:17","00:01:46.2",0.64,564,1.29,387,0.887
"deadlift",2,2,"90","kgs","","conventional","21/04/2021, 11:34:17","00:01:46.2",0.93,579,2.17,379,0.62
"deadlift",2,3,"90","kgs","","conventional","21/04/2021, 11:34:17","00:01:46.2",0.98,428,1.27,268,0.438
"deadlift",3,1,"110","kgs","","conventional","21/04/2021, 11:34:17","00:01:19.5",0.46,554,1.02,403,1.21
"deadlift",3,2,"110","kgs","","conventional","21/04/2021, 11:34:17","00:01:19.5",0.50,555,0.97,411,1.116
"deadlift",4,1,"120","kgs","","conventional,hook grip","21/04/2021, 11:34:17","00:01:21.1",0.51,545,0.91,413,1.069
"deadlift",5,1,"130","kgs","","conventional,hook grip","21/04/2021, 11:34:17","00:01:22.9",0.41,528,0.76,404,1.288
"deadlift",6,1,"140","kgs","","conventional,hook grip","21/04/2021, 11:34:17","00:01:47.8",0.34,522,0.64,388,1.554
"deadlift",7,1,"150","kgs","","conventional,hook grip","21/04/2021, 11:34:17","00:02:09.7",0.29,516,0.53,401,1.747
"deadlift",8,1,"160","kgs","","conventional,hook grip","21/04/2021, 11:34:17","00:02:24.6",0.20,509,0.40,413,2.579
"overhead press",1,1,"20","kgs","","","21/04/2021, 11:34:17","00:04:47.7",1.23,633,1.86,397,0.514
"overhead press",1,2,"20","kgs","","","21/04/2021, 11:34:17","00:04:47.7",0.86,631,1.77,402,0.732
"overhead press",1,3,"20","kgs","","","21/04/2021, 11:34:17","00:04:47.7",0.97,630,1.59,302,0.649
"overhead press",2,1,"25","kgs","","","21/04/2021, 11:34:17","00:00:38.2",1.04,633,1.52,457,0.606
"overhead press",2,2,"25","kgs","","","21/04/2021, 11:34:17","00:00:38.2",0.86,626,1.46,280,0.724
"overhead press",2,3,"25","kgs","","","21/04/2021, 11:34:17","00:00:38.2",0.83,634,1.41,256,0.767
"overhead press",3,1,"30","kgs","","","21/04/2021, 11:34:17","00:00:55.3",0.90,618,1.36,462,0.69
"overhead press",3,2,"30","kgs","","","21/04/2021, 11:34:17","00:00:55.3",0.78,601,1.21,457,0.775
"overhead press",4,1,"35","kgs","","","21/04/2021, 11:34:17","00:00:40.7",0.86,634,1.11,367,0.737
"overhead press",4,2,"35","kgs","","","21/04/2021, 11:34:17","00:00:40.7",0.78,615,1.06,197,0.787
"overhead press",5,1,"40","kgs","","","21/04/2021, 11:34:17","00:00:59.0",0.73,609,0.92,145,0.838
"overhead press",6,1,"45","kgs","","","21/04/2021, 11:34:17","00:01:02.5",0.54,610,0.82,143,1.133
"overhead press",7,1,"50","kgs","","","21/04/2021, 11:34:17","00:01:33.0",0.44,599,0.73,119,1.374
"overhead press",8,1,"55","kgs","","","21/04/2021, 11:34:17","00:02:21.7",0.30,590,0.60,102,1.992
"overhead press",9,1,"57,5","kgs","","","21/04/2021, 11:34:17","00:02:15.1",0.21,566,0.55,86,2.675
"squat",1,1,"20","kgs","","high bar","22/04/2021, 11:26:06","00:00:00",1.10,649,1.69,335,0.589
"squat",1,2,"20","kgs","","high bar","22/04/2021, 11:26:06","00:00:00",1.12,671,1.72,393,0.598
"squat",1,3,"20","kgs","","high bar","22/04/2021, 11:26:06","00:00:00",1.16,700,1.79,445,0.602
"squat",2,1,"40","kgs","","high bar","22/04/2021, 11:26:06","00:01:08.3",1.01,673,1.70,458,0.663
"squat",2,2,"40","kgs","","high bar","22/04/2021, 11:26:06","00:01:08.3",1.07,682,1.69,449,0.637
"squat",2,3,"40","kgs","","high bar","22/04/2021, 11:26:06","00:01:08.3",1.10,703,1.75,469,0.638
"squat",3,1,"60","kgs","","high bar","22/04/2021, 11:26:06","00:01:35.2",0.90,640,1.50,488,0.712
"squat",3,2,"60","kgs","","high bar","22/04/2021, 11:26:06","00:01:35.2",0.93,666,1.44,496,0.714
"squat",3,3,"60","kgs","","high bar","22/04/2021, 11:26:06","00:01:35.2",0.89,668,1.40,525,0.751
"squat",4,1,"80","kgs","","high bar","22/04/2021, 11:26:06","00:01:11.6",0.77,668,1.35,566,0.865
"squat",4,2,"80","kgs","","high bar","22/04/2021, 11:26:06","00:01:11.6",0.80,698,1.40,581,0.87
"squat",5,1,"100","kgs","","high bar","22/04/2021, 11:26:06","00:01:25.0",0.60,642,1.16,548,1.069
"squat",6,1,"110","kgs","","high bar","22/04/2021, 11:26:06","00:01:21.7",0.51,637,1.09,555,1.252
"squat",7,1,"120","kgs","","high bar","22/04/2021, 11:26:06","00:01:27.5",0.39,649,1.00,576,1.658
"squat",8,1,"125","kgs","","high bar","22/04/2021, 11:26:06","00:02:17.0",0.36,635,0.94,563,1.747
"squat",9,1,"130","kgs","","high bar","22/04/2021, 11:26:06","00:02:20.1",0.24,628,0.70,562,2.581
"bench press",1,1,"20","kgs","","wide grip","22/04/2021, 11:26:06","00:04:09.9",0.79,274,1.35,165,0.347
"bench press",1,2,"20","kgs","","wide grip","22/04/2021, 11:26:06","00:04:09.9",0.82,292,1.41,183,0.356
"bench press",1,3,"20","kgs","","wide grip","22/04/2021, 11:26:06","00:04:09.9",0.72,298,1.19,198,0.412
"bench press",2,1,"30","kgs","","wide grip","22/04/2021, 11:26:06","00:00:59.5",0.66,287,1.20,193,0.435
"bench press",2,2,"30","kgs","","wide grip","22/04/2021, 11:26:06","00:00:59.5",0.53,298,1.16,194,0.567
"bench press",2,3,"30","kgs","","wide grip","22/04/2021, 11:26:06","00:00:59.5",0.65,306,1.16,213,0.473
"bench press",3,1,"40","kgs","","wide grip","22/04/2021, 11:26:06","00:01:02.1",0.59,281,1.07,189,0.48
"bench press",3,2,"40","kgs","","wide grip","22/04/2021, 11:26:06","00:01:02.1",0.62,292,1.11,198,0.473
"bench press",4,1,"50","kgs","","wide grip","22/04/2021, 11:26:06","00:01:13.4",0.53,276,0.94,193,0.525
"bench press",4,2,"50","kgs","","wide grip","22/04/2021, 11:26:06","00:01:13.4",0.48,290,0.90,199,0.598
"bench press",5,1,"60","kgs","","wide grip","22/04/2021, 11:26:06","00:01:14.8",0.40,276,0.77,197,0.696
"bench press",6,1,"70","kgs","","wide grip","22/04/2021, 11:26:06","00:01:12.3",0.33,285,0.55,219,0.855
"bench press",7,1,"75","kgs","","wide grip","22/04/2021, 11:26:06","00:01:32.0",0.30,275,0.47,219,0.913
"bench press",8,1,"80","kgs","","wide grip","22/04/2021, 11:26:06","00:01:40.7",0.24,270,0.41,228,1.116
"bench press",9,1,"85","kgs","","wide grip","22/04/2021, 11:26:06","00:03:31.7",0.19,269,0.28,207,1.435
"bench press",10,1,"87,5","kgs","","wide grip","22/04/2021, 11:26:06","00:02:33.6",0.11,278,0.17,248,2.453
"squat",1,1,"20","kgs","","high bar","23/04/2021, 11:39:05","00:00:00",1.07,611,1.71,382,0.569
"squat",1,2,"20","kgs","","high bar","23/04/2021, 11:39:05","00:00:00",1.18,673,1.87,408,0.57
"squat",1,3,"20","kgs","","high bar","23/04/2021, 11:39:05","00:00:00",1.11,667,1.71,423,0.603
"squat",2,1,"40","kgs","","high bar","23/04/2021, 11:39:05","00:00:58.9",1.02,632,1.67,479,0.617
"squat",2,2,"40","kgs","","high bar","23/04/2021, 11:39:05","00:00:58.9",1.07,652,1.68,491,0.608
"squat",2,3,"40","kgs","","high bar","23/04/2021, 11:39:05","00:00:58.9",1.03,663,1.59,510,0.646
"squat",3,1,"60","kgs","","high bar","23/04/2021, 11:39:05","00:01:19.1",0.96,667,1.49,494,0.696
"squat",3,2,"60","kgs","","high bar","23/04/2021, 11:39:05","00:01:19.1",0.92,652,1.47,497,0.707
"squat",4,1,"80","kgs","","high bar","23/04/2021, 11:39:05","00:00:51.7",0.75,628,1.33,514,0.836
"squat",4,2,"80","kgs","","high bar","23/04/2021, 11:39:05","00:00:51.7",0.74,647,1.25,529,0.869
"squat",5,1,"100","kgs","","high bar","23/04/2021, 11:39:05","00:01:40.4",0.61,634,1.15,527,1.032
"squat",6,1,"110","kgs","","high bar","23/04/2021, 11:39:05","00:01:32.1",0.55,649,1.14,562,1.18
"squat",7,1,"120","kgs","","high bar","23/04/2021, 11:39:05","00:01:24.5",0.45,646,1.02,547,1.434
"squat",8,1,"125","kgs","","high bar","23/04/2021, 11:39:05","00:01:26.4",0.36,645,0.95,579,1.809
"squat",9,1,"130","kgs","","high bar","23/04/2021, 11:39:05","00:01:31.1",0.26,636,0.82,572,2.434
"overhead press",1,1,"20","kgs","","","23/04/2021, 11:39:05","00:02:25.0",1.09,619,1.82,388,0.57
"overhead press",1,2,"20","kgs","","","23/04/2021, 11:39:05","00:02:25.0",1.13,602,1.67,428,0.535
"overhead press",1,3,"20","kgs","","","23/04/2021, 11:39:05","00:02:25.0",0.99,622,1.76,430,0.625
"overhead press",2,1,"25","kgs","","","23/04/2021, 11:39:05","00:00:41.5",1.11,619,1.61,438,0.559
"overhead press",2,2,"25","kgs","","","23/04/2021, 11:39:05","00:00:41.5",1.03,626,1.50,458,0.606
"overhead press",2,3,"25","kgs","","","23/04/2021, 11:39:05","00:00:41.5",0.99,647,1.38,252,0.656
"overhead press",3,1,"30","kgs","","","23/04/2021, 11:39:05","00:01:13.4",0.98,613,1.36,292,0.626
"overhead press",3,2,"30","kgs","","","23/04/2021, 11:39:05","00:01:13.4",0.83,601,1.27,442,0.726
"overhead press",4,1,"35","kgs","","","23/04/2021, 11:39:05","00:00:42.1",0.83,632,1.09,397,0.763
"overhead press",4,2,"35","kgs","","","23/04/2021, 11:39:05","00:00:42.1",0.76,605,1.02,232,0.8
"overhead press",5,1,"40","kgs","","","23/04/2021, 11:39:05","00:00:47.5",0.65,610,0.90,197,0.932
"overhead press",6,1,"45","kgs","","","23/04/2021, 11:39:05","00:00:46.1",0.59,606,0.81,129,1.031
"overhead press",7,1,"50","kgs","","","23/04/2021, 11:39:05","00:00:49.2",0.42,611,0.72,120,1.462
"overhead press",8,1,"55","kgs","","","23/04/2021, 11:39:05","00:01:08.6",0.24,607,0.58,102,2.525
"bench press",1,1,"20","kgs","","wide grip","23/04/2021, 11:39:05","00:04:39.2",0.68,289,1.25,171,0.428
"bench press",1,2,"20","kgs","","wide grip","23/04/2021, 11:39:05","00:04:39.2",0.62,290,1.19,177,0.466
"bench press",1,3,"20","kgs","","wide grip","23/04/2021, 11:39:05","00:04:39.2",0.75,317,1.31,200,0.425
"bench press",2,1,"30","kgs","","wide grip","23/04/2021, 11:39:05","00:01:00.7",0.52,277,1.09,183,0.53
"bench press",2,2,"30","kgs","","wide grip","23/04/2021, 11:39:05","00:01:00.7",0.66,288,1.09,202,0.44
"bench press",2,3,"30","kgs","","wide grip","23/04/2021, 11:39:05","00:01:00.7",0.65,309,1.14,222,0.477
"bench press",3,1,"40","kgs","","wide grip","23/04/2021, 11:39:05","00:01:00.7",0.57,282,1.06,187,0.498
"bench press",3,2,"40","kgs","","wide grip","23/04/2021, 11:39:05","00:01:00.7",0.62,303,1.13,198,0.486
"bench press",4,1,"50","kgs","","wide grip","23/04/2021, 11:39:05","00:01:10.6",0.52,287,0.93,199,0.552
"bench press",4,2,"50","kgs","","wide grip","23/04/2021, 11:39:05","00:01:10.6",0.45,299,0.88,209,0.666
"bench press",5,1,"60","kgs","","wide grip","23/04/2021, 11:39:05","00:01:21.4",0.42,282,0.75,228,0.669
"bench press",6,1,"70","kgs","","wide grip","23/04/2021, 11:39:05","00:00:58.3",0.33,280,0.58,234,0.858
"bench press",7,1,"75","kgs","","wide grip","23/04/2021, 11:39:05","00:01:07.7",0.28,270,0.46,228,0.951
"bench press",8,1,"80","kgs","","wide grip","23/04/2021, 11:39:05","00:01:07.9",0.27,270,0.44,226,1.021
"bench press",9,1,"85","kgs","","wide grip","23/04/2021, 11:39:05","00:02:03.6",0.19,266,0.30,222,1.395
"bench press",10,1,"87,5","kgs","","wide grip","23/04/2021, 11:39:05","00:03:54.0",0.16,265,0.29,235,1.613
"squat",1,1,"20","kgs","","high bar","26/04/2021, 10:32:44","00:00:00",1.07,632,1.72,377,0.59
"squat",1,2,"20","kgs","","high bar","26/04/2021, 10:32:44","00:00:00",1.14,657,1.79,392,0.577
"squat",1,3,"20","kgs","","high bar","26/04/2021, 10:32:44","00:00:00",1.16,688,1.69,436,0.593
"squat",2,1,"40","kgs","","high bar","26/04/2021, 10:32:44","00:01:02.2",0.97,637,1.63,407,0.657
"squat",2,2,"40","kgs","","high bar","26/04/2021, 10:32:44","00:01:02.2",1.10,632,1.61,401,0.572
"squat",2,3,"40","kgs","","high bar","26/04/2021, 10:32:44","00:01:02.2",1.05,686,1.57,454,0.656
"squat",3,1,"60","kgs","","high bar","26/04/2021, 10:32:44","00:01:23.2",0.93,652,1.50,511,0.701
"squat",3,2,"60","kgs","","high bar","26/04/2021, 10:32:44","00:01:23.2",0.97,684,1.50,574,0.705
"squat",4,1,"80","kgs","","high bar","26/04/2021, 10:32:44","00:01:16.1",0.79,661,1.34,559,0.835
"squat",4,2,"80","kgs","","high bar","26/04/2021, 10:32:44","00:01:16.1",0.80,674,1.39,567,0.846
"squat",5,1,"100","kgs","","high bar","26/04/2021, 10:32:44","00:01:55.1",0.67,658,1.23,558,0.984
"squat",6,1,"110","kgs","","high bar","26/04/2021, 10:32:44","00:01:14.5",0.56,655,1.21,547,1.18
"squat",7,1,"120","kgs","","high bar","26/04/2021, 10:32:44","00:01:24.0",0.45,633,1.06,548,1.409
"squat",8,1,"125","kgs","","high bar","26/04/2021, 10:32:44","00:01:48.1",0.43,647,1.04,566,1.508
"squat",9,1,"130","kgs","","high bar","26/04/2021, 10:32:44","00:01:49.7",0.35,649,0.99,575,1.841
"squat",10,1,"135","kgs","","high bar","26/04/2021, 10:32:44","00:02:30.5",0.27,624,0.87,553,2.277
"overhead press",1,1,"20","kgs","","","26/04/2021, 10:32:44","00:03:29.7",1.00,606,1.89,351,0.608
"overhead press",1,2,"20","kgs","","","26/04/2021, 10:32:44","00:03:29.7",1.19,612,1.87,387,0.516
"overhead press",1,3,"20","kgs","","","26/04/2021, 10:32:44","00:03:29.7",1.24,593,1.84,411,0.478
"overhead press",2,1,"25","kgs","","","26/04/2021, 10:32:44","00:00:42.0",1.09,604,1.61,429,0.552
"overhead press",2,2,"25","kgs","","","26/04/2021, 10:32:44","00:00:42.0",0.92,629,1.37,235,0.686
"overhead press",2,3,"25","kgs","","","26/04/2021, 10:32:44","00:00:42.0",1.00,636,1.51,342,0.633
"overhead press",3,1,"30","kgs","","","26/04/2021, 10:32:44","00:00:45.8",0.97,612,1.35,351,0.632
"overhead press",3,2,"30","kgs","","","26/04/2021, 10:32:44","00:00:45.8",0.72,634,1.26,310,0.881
"overhead press",4,1,"35","kgs","","","26/04/2021, 10:32:44","00:00:47.2",0.88,627,1.16,244,0.713
"overhead press",4,2,"35","kgs","","","26/04/2021, 10:32:44","00:00:47.2",0.78,603,1.07,506,0.773
"overhead press",5,1,"40","kgs","","","26/04/2021, 10:32:44","00:00:59.2",0.77,622,1.01,187,0.811
"overhead press",6,1,"45","kgs","","","26/04/2021, 10:32:44","00:00:51.0",0.58,591,0.85,142,1.023
"overhead press",7,1,"50","kgs","","","26/04/2021, 10:32:44","00:01:10.2",0.48,606,0.74,122,1.263
"overhead press",8,1,"55","kgs","","","26/04/2021, 10:32:44","00:01:30.0",0.37,606,0.68,122,1.656
"overhead press",9,1,"57,5","kgs","","","26/04/2021, 10:32:44","00:02:09.2",0.30,606,0.62,103,1.983
"overhead press",10,1,"60","kgs","","","26/04/2021, 10:32:44","00:02:50.5",0.22,591,0.59,103,2.691
"deadlift",1,1,"70","kgs","","conventional","26/04/2021, 10:32:44","00:03:22.6",0.70,544,1.47,347,0.777
"deadlift",1,2,"70","kgs","","conventional","26/04/2021, 10:32:44","00:03:22.6",0.79,561,1.49,397,0.71
"deadlift",1,3,"70","kgs","","conventional","26/04/2021, 10:32:44","00:03:22.6",0.74,552,1.45,337,0.744
"deadlift",2,1,"90","kgs","","conventional","26/04/2021, 10:32:44","00:00:56.7",0.66,565,1.28,406,0.858
"deadlift",2,2,"90","kgs","","conventional","26/04/2021, 10:32:44","00:00:56.7",0.64,556,1.26,397,0.866
"deadlift",2,3,"90","kgs","","conventional","26/04/2021, 10:32:44","00:00:56.7",0.68,567,1.22,403,0.829
"deadlift",3,1,"110","kgs","","conventional","26/04/2021, 10:32:44","00:00:56.3",0.50,554,1.02,426,1.102
"deadlift",3,2,"110","kgs","","conventional","26/04/2021, 10:32:44","00:00:56.3",0.52,553,0.98,408,1.057
"deadlift",4,1,"120","kgs","","conventional,hook grip","26/04/2021, 10:32:44","00:00:57.1",0.47,545,0.90,347,1.163
"deadlift",5,1,"130","kgs","","conventional,hook grip","26/04/2021, 10:32:44","00:01:02.9",0.43,529,0.80,334,1.239
"deadlift",6,1,"140","kgs","","conventional,hook grip","26/04/2021, 10:32:44","00:01:09.5",0.35,530,0.62,403,1.505
"deadlift",7,1,"150","kgs","","conventional,hook grip","26/04/2021, 10:32:44","00:01:38.9",0.31,522,0.56,408,1.685
"deadlift",8,1,"160","kgs","","conventional,hook grip","26/04/2021, 10:32:44","00:01:48.2",0.26,515,0.44,415,2.01
"squat",1,1,"20","kgs","","high bar","27/04/2021, 10:35:16","00:00:00",1.07,641,1.80,397,0.596
"squat",1,2,"20","kgs","","high bar","27/04/2021, 10:35:16","00:00:00",1.18,712,1.83,443,0.603
"squat",1,3,"20","kgs","","high bar","27/04/2021, 10:35:16","00:00:00",1.17,699,1.82,428,0.597
"squat",2,1,"40","kgs","","high bar","27/04/2021, 10:35:16","00:01:07.4",0.97,629,1.49,445,0.647
"squat",2,2,"40","kgs","","high bar","27/04/2021, 10:35:16","00:01:07.4",1.03,654,1.56,423,0.635
"squat",2,3,"40","kgs","","high bar","27/04/2021, 10:35:16","00:01:07.4",1.02,656,1.52,427,0.642
"squat",3,1,"60","kgs","","high bar","27/04/2021, 10:35:16","00:01:33.2",0.88,661,1.54,530,0.75
"squat",3,2,"60","kgs","","high bar","27/04/2021, 10:35:16","00:01:33.2",0.98,652,1.40,514,0.668
"squat",4,1,"80","kgs","","high bar","27/04/2021, 10:35:16","00:01:14.9",0.70,629,1.18,522,0.896
"squat",4,2,"80","kgs","","high bar","27/04/2021, 10:35:16","00:01:14.9",0.73,659,1.23,537,0.908
"squat",5,1,"100","kgs","","high bar","27/04/2021, 10:35:16","00:01:32.9",0.60,662,1.15,566,1.095
"squat",6,1,"110","kgs","","high bar","27/04/2021, 10:35:16","00:02:03.1",0.52,667,1.10,578,1.289
"squat",7,1,"120","kgs","","high bar","27/04/2021, 10:35:16","00:01:46.8",0.44,673,1.04,592,1.541
"squat",8,1,"125","kgs","","high bar","27/04/2021, 10:35:16","00:01:54.5",0.33,648,0.98,568,1.971
